Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V)▲▼,IFSM(A)▲▼,trr(ns)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,CircuitConfiguration▲▼,Snap factor▲▼,AEC-Q101Qualified▲▼,Image path
VS-80APS..-M3 Series,Enlarge,800 - 1200,80,1.17,,,150,TO-247AC 3L,Single,,No,image/diodes/standard-recovery/93794.png
VS-80APS16-M3,Enlarge,1600,80,1.17,,,150,TO-247AC 3L,Single,,No,image/diodes/standard-recovery/93795.png
VS-85EPF12-M4,Enlarge,1200,85,1.36,1190,95,150,PowerTab®,Single,0.5,No,image/diodes/standard-recovery/97208.png
VS-85EPF12HM4,Enlarge,1200,85,1.36,1190,95,150,PowerTab®,Single,0.5,Yes,image/diodes/standard-recovery/97209.png
"VS-8EWF02S-M3, VS-8EWF04S-M3, VS-8EWF06S-M3",Enlarge,"200, 400, 600",8,1.2,150,55,150,DPAK (TO-252AA),Single,0.5,No,image/diodes/standard-recovery/93375.png
VS-8EWF06SLHM3,Enlarge,600,8,1.2,,55,150,DPAK (TO-252AA),Single,0.5,Yes,image/diodes/standard-recovery/96117.png
"VS-8EWF10S-M3, VS-8EWF12S-M3 Soft Recovery Series",Enlarge,"1000, 1200",8,1.3,150,80,150,DPAK (TO-252AA),Single,0.6,No,image/diodes/standard-recovery/93377.png
VS-8EWF12SLHM3,Enlarge,1200,8,1.3,150,80,150,DPAK (TO-252AA),Single,0.6,Yes,image/diodes/standard-recovery/96490.png
VS-8EWS08S-M3,Enlarge,800,8,1.1,,,150,DPAK (TO-252AA),Single,,No,image/diodes/standard-recovery/93383.png
VS-8EWS12S-M3,Enlarge,1200,8,1.1,,,150,DPAK (TO-252AA),Single,,No,image/diodes/standard-recovery/93383.png
VS-8EWS12SLHM3,Enlarge,1200,8,1.1,,,150,DPAK (TO-252AA),Single,,Yes,image/diodes/standard-recovery/96118.png
VS-8EWS16S-M3 Series,Enlarge,1600,8,1.1,,,150,DPAK (TO-252AA),Single,,No,image/diodes/standard-recovery/93384.png
VS-8EWS16SLHM3,Enlarge,1600,8,1.1,,,150,DPAK (TO-252AA),Single,,Yes,image/diodes/standard-recovery/96489.png
VS-90APS..L-M3,Enlarge,800 - 1200,90,1.20,,,150,TO-247AD 3L,Single,,No,image/diodes/standard-recovery/93396.png
VS-90APS16L-M3,Enlarge,1600,90,1.21,,,150,TO-247AD 3L,Single,,No,image/diodes/standard-recovery/95696.png
"VS-90EPF06L-M3, VS-90APF06L-M3",Enlarge,600,90,1.3,,70,150,TO-247AD 2L,Single,0.5,No,image/diodes/standard-recovery/95694.png
"VS-90EPF06L-M3, VS-90APF06L-M3",Enlarge,600,90,1.3,,70,150,TO-247AD 3L,Single,0.5,No,image/diodes/standard-recovery/95694.png
"VS-90EPF12L-M3, VS-90APF12L-M3",Enlarge,1200,90,1.38,,90,150,TO-247AD 2L,Single,0.5,No,image/diodes/standard-recovery/95654.png
"VS-90EPF12L-M3, VS-90APF12L-M3",Enlarge,1200,90,1.38,,90,150,TO-247AD 3L,Single,0.5,No,image/diodes/standard-recovery/95654.png
VS-90EPS..L-M3,Enlarge,800 - 1200,90,1.20,,,150,TO-247AD 2L,Single,,No,image/diodes/standard-recovery/93396.png
VS-90EPS16L-M3,Enlarge,1600,90,1.21,,,150,TO-247AD 2L,Single,,No,image/diodes/standard-recovery/95696.png
