Series▲▼,Product Image,Part Number▲▼,VzMin.(V)▲▼,VzMax.(V)▲▼,VzNom.(V)▲▼,Izt(mA)▲▼,Ptot(mW)▲▼,Package (JEDEC®) Code▲▼,VzSpecification▲▼,AEC-Q101Qualified▲▼,Image path
PTV3.9B thru PTV36B,Enlarge,PTV 15B,4.2,38,15.6,20,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 16B,4.2,38,17.3,20,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 18B,4.2,38,19.2,20,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 20B,4.2,38,21.2,20,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 22B,4.2,38,23.3,10,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 24B,4.2,38,25.8,10,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 27B,4.2,38,28.9,10,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 30B,4.2,38,32,10,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 33B,4.2,38,35,10,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
PTV3.9B thru PTV36B,Enlarge,PTV 36B,4.2,38,38,10,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88484.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5919B,5.6,68,5.6,66.9,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5920B,5.6,68,6.2,60.5,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5921B,5.6,68,6.8,55.1,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5923B,5.6,68,8.2,45.7,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5924B,5.6,68,9.1,41.2,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5925B,5.6,68,10,37.5,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5926B,5.6,68,11,34.1,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5927B,5.6,68,12,31.2,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5928B,5.6,68,13,28.8,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5929B,5.6,68,15,25,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5930B,5.6,68,16,23.4,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5931B,5.6,68,18,20.8,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5932B,5.6,68,20,18.7,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5933B,5.6,68,22,17,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5934B,5.6,68,24,15.6,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5935B,5.6,68,27,13.9,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5936B,5.6,68,30,12.5,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5937B,5.6,68,33,11.4,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5938B,5.6,68,36,10.4,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5939B,5.6,68,39,9.6,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5940B,5.6,68,43,8.7,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5941B,5.6,68,47,8,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5942B,5.6,68,51,7.3,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5943B,5.6,68,56,6.7,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5944B,5.6,68,62,6,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMAZ5919B thru SMAZ5945B,Enlarge,SMAZ5945B,5.6,68,68,5.5,1500,SMA (DO-214AC),Pulse current,No,image/diodes/zener-stabilizers/89416.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5919B,5.6,68,5.6,66.9,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5920B,5.6,68,6.2,60.5,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5921B,5.6,68,6.8,55.1,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5924B,5.6,68,9.1,41.2,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5925B,5.6,68,10,37.5,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5926B,5.6,68,11,34.1,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5927B,5.6,68,12,31.2,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5928B,5.6,68,13,28.8,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5929B,5.6,68,15,25,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5930B,5.6,68,16,23.4,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5931B,5.6,68,18,20.8,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5932B,5.6,68,20,18.7,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5933B,5.6,68,22,17,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5934B,5.6,68,24,15.6,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5935B,5.6,68,27,13.9,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5936B,5.6,68,30,12.5,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5937B,5.6,68,33,11.4,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5938B,5.6,68,36,10.4,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5939B,5.6,68,39,9.6,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5940B,5.6,68,43,8.7,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5941B,5.6,68,47,8,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5942B,5.6,68,51,7.3,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5943B,5.6,68,56,6.7,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5944B,5.6,68,62,6,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SMBZ5919B thru SMBZ5945B,Enlarge,SMBZ5945B,5.6,68,68,5.5,3000,SMB (DO-214AA),Pulse current,No,image/diodes/zener-stabilizers/89418.png
SML4738 to SML4764A,Enlarge,SML4738,8.2,100,8.2,31,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4739,8.2,100,9.1,28,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4740,8.2,100,10,25,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4741,8.2,100,11,23,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4742,8.2,100,12,21,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4743,8.2,100,13,19,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4744,8.2,100,15,17,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4745,8.2,100,16,15.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4746,8.2,100,18,14,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4747,8.2,100,20,12.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4748,8.2,100,22,11.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4749,8.2,100,24,10.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4750,8.2,100,27,9.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4751,8.2,100,30,8.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4752,8.2,100,33,7.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4753,8.2,100,36,7,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4754,8.2,100,39,6.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4755,8.2,100,43,6,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4756,8.2,100,47,5.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4757,8.2,100,51,5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4758,8.2,100,56,4.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4759,8.2,100,62,4,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4760,8.2,100,68,3.7,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4761,8.2,100,75,3.3,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4762,8.2,100,82,3,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4763,8.2,100,91,2.8,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4764,8.2,100,100,2.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4738A,8.2,100,8.2,31,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4739A,8.2,100,9.1,28,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4740A,8.2,100,10,25,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4741A,8.2,100,11,23,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4742A,8.2,100,12,21,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4743A,8.2,100,13,19,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4744A,8.2,100,15,17,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4745A,8.2,100,16,15.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4746A,8.2,100,18,14,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4747A,8.2,100,20,12.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4748A,8.2,100,22,11.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4749A,8.2,100,24,10.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4750A,8.2,100,27,9.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4751A,8.2,100,30,8.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4752A,8.2,100,33,7.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4753A,8.2,100,36,7,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4754A,8.2,100,39,6.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4755A,8.2,100,43,6,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4756A,8.2,100,47,5.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4757A,8.2,100,51,5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4758A,8.2,100,56,4.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4759A,8.2,100,62,4,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4760A,8.2,100,68,3.7,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4761A,8.2,100,75,3.3,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4762A,8.2,100,82,3,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4763A,8.2,100,91,2.8,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SML4738 to SML4764A,Enlarge,SML4764A,8.2,100,100,2.5,1000,SMA (DO-214AC),Pulse current,Yes,image/diodes/zener-stabilizers/85782.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3919B,5.6,43,5.6,66.9,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3920B,5.6,43,6.2,60.5,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3921B,5.6,43,6.8,55.1,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3922B,5.6,43,7.5,50,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3923B,5.6,43,8.2,45.7,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3924B,5.6,43,9.1,41.2,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3925B,5.6,43,10,37.5,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3926B,5.6,43,11,34.1,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3927B,5.6,43,12,31.2,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3928B,5.6,43,13,28.8,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3929B,5.6,43,15,25,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3930B,5.6,43,16,23.4,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3931B,5.6,43,18,20.8,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3932B,5.6,43,20,18.7,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3933B,5.6,43,22,17,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3934B,5.6,43,24,15.6,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3935B,5.6,43,27,13.9,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3936B,5.6,43,30,12.5,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3937B,5.6,43,33,11.4,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3938B,5.6,43,36,10.4,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3939B,5.6,43,39,9.6,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMPZ39XB thru SMPZ3940B,Enlarge,SMPZ3940B,5.6,43,43,8.7,1500,SMP (DO-220AA),Pulse current,No,image/diodes/zener-stabilizers/88482.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3788B,9.1,68,9.1,41.2,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3789B,9.1,68,10,37.5,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3790B,9.1,68,11,34.1,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3791B,9.1,68,12,31.2,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3792B,9.1,68,13,28.8,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3793B,9.1,68,15,25,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3794B,9.1,68,16,23.4,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3795B,9.1,68,18,20.8,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3796B,9.1,68,20,18.7,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3797B,9.1,68,22,17,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3798B,9.1,68,24,15.6,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3799B,9.1,68,27,13.9,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3800B,9.1,68,30,12.5,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3801B,9.1,68,33,11.4,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3802B,9.1,68,36,10.4,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3803B,9.1,68,39,9.6,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3804B,9.1,68,43,8.7,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3805B,9.1,68,47,8,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3806B,9.1,68,51,7.3,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3807B,9.1,68,56,6.7,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3808B,9.1,68,62,6,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZG3788B thru SMZG3809B,Enlarge,SMZG3809B,9.1,68,68,5.5,1500,SMBG (DO-215AA),Pulse current,Yes,image/diodes/zener-stabilizers/88458.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3788B,9.1,68,9.1,41.2,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3789B,9.1,68,10,37.5,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3790B,9.1,68,11,34.1,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3791B,9.1,68,12,31.2,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
