Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V at A)▲▼,IFSM(A)▲▼,IRM(mA)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,Circuit Configuration▲▼,AEC-Q101Qualified▲▼,Image path
V30K170,Enlarge,170,30,0.72,240,,165,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87145.png
V30K202,Enlarge,200,30,0.72,240,,165,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87158.png
V30K45,Enlarge,45,30,0.46,240,,150,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87416.png
V30K60,Enlarge,60,30,0.51,240,,150,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87159.png
V30KL45,Enlarge,45,30,0.43,240,,150,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87160.png
V30KM100,Enlarge,100,30,0.62,240,,165,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87150.png
V30KM120,Enlarge,120,30,0.67,240,,165,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87144.png
V30KM45,Enlarge,45,30,0.48,240,,165,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87149.png
V30KM60,Enlarge,60,30,0.55,240,,165,FlatPAK 5 x 6,Single,Yes,image/diodes/schottky/87151.png
V30M100M-E3,Enlarge,100,2 x 15,0.70,120,,175,TO-220AB,Common cathode,No,image/diodes/schottky/89986.png
V30M120C,Enlarge,120,2 x 15,0.68,150,,175,TO-220AB,Common cathode,No,image/diodes/schottky/89464.png
V30M120M-E3,Enlarge,120,2 x 15,0.70,120,,175,TO-220AB,Common cathode,No,image/diodes/schottky/89988.png
V31103C,Enlarge,100,2 x 15,0.61,160,,150,TO-220AB,Common cathode,No,image/diodes/schottky/98157.png
V31M103C,Enlarge,100,2 x 15,0.62,160,,175,TO-220AB,Common cathode,No,image/diodes/schottky/98158.png
V35DM120,Enlarge,120,35,0.73,320,,175,SMPD (TO-263AC),Single,Yes,image/diodes/schottky/87603.png
V35PW10,Enlarge,100,35,0.68,260,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87679.png
V35PW12,Enlarge,120,35,0.70,260,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87683.png
V35PW15,Enlarge,150,35,0.71,260,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87686.png
V35PW22,Enlarge,200,35,0.77,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87006.png
V35PW45,Enlarge,45,35,0.46,260,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87652.png
V35PW60,Enlarge,60,35,0.55,260,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87687.png
V35PWL63,Enlarge,60,35,0.56,260,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98258.png
V35PWM10,Enlarge,100,35,0.68,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87502.png
V35PWM103,Enlarge,100,35,0.65,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98469.png
V35PWM12,Enlarge,120,35,0.68,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87653.png
V35PWM15,Enlarge,150,35,0.71,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87503.png
V35PWM153,Enlarge,150,35,0.71,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98168.png
V35PWM45,Enlarge,45,35,0.52,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87690.png
V35PWM60,Enlarge,60,35,0.58,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/87694.png
V35PWM63,Enlarge,60,35,0.60,260,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98259.png
V3F6,Enlarge,60,3,0.49,60,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87565.png
V3FL45,Enlarge,45,3,0.43,50,,150,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87568.png
V3FM10,Enlarge,100,3,0.62,55,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87566.png
V3FM12,Enlarge,120,3,0.64,60,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87570.png
V3FM15,Enlarge,150,3,0.66,40,,175,SMF (DO-219AB),Single,Yes,image/diodes/schottky/87567.png
V3N103,Enlarge,100,3,0.43,80,,150,DFN3820A,Single,Yes,image/diodes/schottky/98442.png
V3N22,Enlarge,200,3,0.61,60,,175,DFN3820A,Single,Yes,image/diodes/schottky/98485.png
V3NL63,Enlarge,60,3,0.35,80,,150,DFN3820A,Single,Yes,image/diodes/schottky/98434.png
V3NM103,Enlarge,100,3,0.46,80,,175,DFN3820A,Single,Yes,image/diodes/schottky/98446.png
V3NM153,Enlarge,150,3,0.55,80,,175,DFN3820A,Single,Yes,image/diodes/schottky/98376.png
V3NM63,Enlarge,60,3,0.42,80,,175,DFN3820A,Single,Yes,image/diodes/schottky/98438.png
V3P22,Enlarge,200,3,0.70,60,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87471.png
V3P6,Enlarge,60,3,0.48,60,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/89344.png
V3P6L,Enlarge,60,3,0.44,80,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87460.png
V3PAL45,Enlarge,45,3,0.37,80,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87906.png
V3PAN50-M3,Enlarge,50,3,0.40,80,,150,SMPA (DO-221BC),Single,No,image/diodes/schottky/87909.png
V3PL45,Enlarge,45,3,0.37,80,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87461.png
V3PL63,Enlarge,60,3,0.48,60,,150,SMP (DO-220AA),Single,Yes,image/diodes/schottky/98216.png
V3PM10,Enlarge,100,3,0.58,80,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87465.png
V3PM12,Enlarge,120,3,0.61,80,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87468.png
V3PM15,Enlarge,150,3,0.64,80,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87469.png
V3PM6,Enlarge,60,3,0.47,80,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/87464.png
V3PM63,Enlarge,60,3,0.53,60,,175,SMP (DO-220AA),Single,Yes,image/diodes/schottky/98217.png
V40100C,Enlarge,100,2 x 20,0.61,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89162.png
V40100C-E3,Enlarge,100,2 x 20,0.61,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89042.png
V40100CI,Enlarge,100,2 x 20,0.59,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/87545.png
V40100G,Enlarge,100,2 x 20,0.67,200,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89189.png
V40100G-E3,Enlarge,100,2 x 20,0.67,200,,150,TO-220AB,Common cathode,No,image/diodes/schottky/88970.png
V40120C,Enlarge,120,2 x 20,0.63,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/88937.png
V40120C,Enlarge,120,2 x 20,0.63,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89163.png
V40120CI,Enlarge,120,2 x 20,0.62,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/87546.png
V40150C,Enlarge,150,2 x 20,0.75,160,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89250.png
V40150C-E3,Enlarge,150,2 x 20,0.75,160,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89048.png
V40170C-M3,Enlarge,170,2 x 20,0.68,200,,175,TO-220AB,Common cathode,No,image/diodes/schottky/89941.png
V40D100C,Enlarge,100,2 x 20,0.63,250,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87950.png
V40D103C,Enlarge,100,2 x 20,0.56,340,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98480.png
V40D120C,Enlarge,120,2 x 20,0.64,250,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87951.png
V40D45C,Enlarge,45,2 x 20,0.40,250,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87552.png
V40D60C,Enlarge,60,2 x 20,0.47,250,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87553.png
V40DL45,Enlarge,45,40,0.53,240,,150,SMPD (TO-263AC),Single,Yes,image/diodes/schottky/87790.png
V40DL45BP,Enlarge,45,40,0.53,240,,200,SMPD (TO-263AC),Single,No,image/diodes/schottky/87789.png
V40DL63C,Enlarge,60,2 x 20,0.47,250,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98250.png
V40DM100C,Enlarge,100,2 x 20,0.64,240,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87577.png
V40DM103C,Enlarge,100,2 x 20,0.58,370,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98483.png
V40DM120C,Enlarge,120,2 x 20,0.64,250,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/89991.png
V40DM150C,Enlarge,150,2 x 20,0.72,160,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87569.png
V40DM153C,Enlarge,150,2 x 20,0.69,160,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87189.png
V40DM45C,Enlarge,45,2 x 20,0.48,240,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87587.png
V40DM60C,Enlarge,60,2 x 20,0.54,240,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87582.png
V40DM63C,Enlarge,60,2 x 20,0.57,250,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98251.png
V40M120C,Enlarge,120,2 x 20,0.64,250,,175,TO-220AB,Common cathode,No,image/diodes/schottky/89465.png
V40M150C,Enlarge,150,2 x 20,0.75,160,,175,TO-220AB,Common cathode,No,image/diodes/schottky/87780.png
V40PW103C,Enlarge,100,2 x 20,0.62,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98470.png
V40PW10C,Enlarge,100,2 x 20,0.70,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87656.png
V40PW12C,Enlarge,120,2 x 20,0.73,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87681.png
V40PW15C,Enlarge,150,2 x 20,0.76,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87654.png
V40PW22C,Enlarge,200,2 x 20,0.75,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87007.png
V40PW45C,Enlarge,45,2 x 20,0.49,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87655.png
V40PW60C,Enlarge,60,2 x 20,0.57,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87675.png
V40PWL63C,Enlarge,60,2 x 20,0.56,240,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98264.png
V40PWM103C,Enlarge,100,2 x 20,0.63,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98471.png
V40PWM10C,Enlarge,100,2 x 20,0.68,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87504.png
V40PWM12C,Enlarge,120,2 x 20,0.70,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87505.png
V40PWM153C,Enlarge,150,2 x 20,0.69,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98165.png
V40PWM15C,Enlarge,150,2 x 20,0.76,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87506.png
V40PWM45C,Enlarge,45,2 x 20,0.52,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87691.png
V40PWM60C,Enlarge,60,2 x 20,0.59,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/87695.png
V40PWM63C,Enlarge,60,2 x 20,0.59,240,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98265.png
V41103C,Enlarge,100,2 x 20,0.58,250,,150,TO-220AB,Common cathode,No,image/diodes/schottky/98159.png
V41M103C,Enlarge,100,2 x 20,0.59,250,,175,TO-220AB,Common cathode,No,image/diodes/schottky/98160.png
V4P22C,Enlarge,200,2 x 2.0,0.65,60,,175,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/87499.png
V4PAL45,Enlarge,45,4,0.41,80,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87907.png
V4PAN50-M3,Enlarge,50,4,0.46,80,,150,SMPA (DO-221BC),Single,No,image/diodes/schottky/87910.png
V5N103,Enlarge,100,5,0.46,100,,150,DFN3820A,Single,Yes,image/diodes/schottky/98443.png
V5N22,Enlarge,200,5,0.60,100,,175,DFN3820A,Single,Yes,image/diodes/schottky/98486.png
V5N3103,Enlarge,100,5,0.43,100,,150,DFN33A,Single,Yes,image/diodes/schottky/98650.png
V5N3202,Enlarge,200,5,0.58,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98571.png
V5N3L63,Enlarge,60,5,0.34,100,,150,DFN33A,Single,Yes,image/diodes/schottky/98568.png
V5N3M103,Enlarge,100,5,0.45,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98554.png
V5N3M153,Enlarge,150,5,0.54,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98570.png
V5N3M63,Enlarge,60,5,0.4,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98569.png
V5NL63,Enlarge,60,5,0.35,100,,150,DFN3820A,Single,Yes,image/diodes/schottky/98435.png
V5NM103,Enlarge,100,5,0.49,100,,175,DFN3820A,Single,Yes,image/diodes/schottky/98447.png
V5NM153,Enlarge,150,5,0.56,100,,175,DFN3820A,Single,Yes,image/diodes/schottky/98377.png
V5NM63,Enlarge,60,5,0.43,100,,175,DFN3820A,Single,Yes,image/diodes/schottky/98439.png
V5PA22,Enlarge,200,5,0.69,90,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87472.png
V60100C,Enlarge,100,2 x 30,0.66,320,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89155.png
V60100C-E3,Enlarge,100,2 x 30,0.66,320,,150,TO-220AB,Common cathode,No,image/diodes/schottky/88942.png
V60120C,Enlarge,120,2 x 30,0.71,300,,150,TO-220AB,Common cathode,No,image/diodes/schottky/89251.png
V60120C,Enlarge,120,2 x 30,0.71,300,,150,TO-220AB,Common cathode,No,image/diodes/schottky/88976.png
V60170G-M3,Enlarge,170,2 x 30,0.72,210,,175,TO-220AB,Dual common cathode,No,image/diodes/schottky/89943.png
V60D100C,Enlarge,100,2 x 30,0.66,320,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87952.png
V60D103C,Enlarge,100,2 x 30,0.61,390,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98481.png
V60D120C,Enlarge,120,2 x 30,0.70,320,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87953.png
V60D45C,Enlarge,45,2 x 30,0.48,320,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/89997.png
V60D60C,Enlarge,60,2 x 30,0.50,320,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87554.png
V60DL63C,Enlarge,60,2 x 30,0.52,320,,150,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98252.png
V60DM100C,Enlarge,100,2 x 30,0.70,320,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87578.png
V60DM120C,Enlarge,120,2 x 30,0.70,320,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87618.png
V60DM45C,Enlarge,45,2 x 30,0.55,320,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87588.png
V60DM60C,Enlarge,60,2 x 30,0.61,320,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/87583.png
V60DM63C,Enlarge,60,2 x 30,0.57,320,,175,SMPD (TO-263AC),Common cathode,Yes,image/diodes/schottky/98253.png
V60M120C,Enlarge,120,2 x 30,0.69,300,,175,TO-220AB,Common cathode,No,image/diodes/schottky/87781.png
V61103C,Enlarge,100,2 x 30,0.63,320,,150,TO-220AB,Common cathode,No,image/diodes/schottky/98161.png
V61M103C,Enlarge,100,2 x 30,0.63,320,,175,TO-220AB,Common cathode,No,image/diodes/schottky/98162.png
V6K100DU,Enlarge,100,2 x 3,0.55,80,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87418.png
V6KL45DU,Enlarge,45,2 x 3,0.36,80,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87534.png
V6KM120DU,Enlarge,120,2 x 3,0.60,80,,175,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87419.png
V6KM45DU,Enlarge,45,2 x 3,0.44,80,,175,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87417.png
V6N3103,Enlarge,100,6,0.45,100,,150,DFN33A,Single,Yes,image/diodes/schottky/98543.png
V6N3M103,Enlarge,100,6,0.48,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98549.png
V6P22C,Enlarge,200,2 x 3.0,0.68,70,,175,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/87000.png
V6PW10,Enlarge,100,6,0.58,100,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98181.png
V6PW10C,Enlarge,100,2 x 3,0.56,70,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98198.png
V6PW12,Enlarge,120,6,0.62,100,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98185.png
V6PW12C,Enlarge,120,2 x 3,0.6,70,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98199.png
V6PW60,Enlarge,60,6,0.46,100,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98177.png
V6PW60C,Enlarge,60,2 x 3,0.43,70,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98200.png
V6PWL45,Enlarge,45,6,0.38,100,,150,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98173.png
V6PWL45C,Enlarge,45,2 x 3,0.37,70,,150,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98201.png
V6PWM10,Enlarge,100,6,0.6,100,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98182.png
V6PWM10C,Enlarge,100,2 x 3,0.57,70,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98202.png
V6PWM12,Enlarge,120,6,0.63,100,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98186.png
V6PWM12C,Enlarge,120,2 x 3,0.6,70,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98203.png
V6PWM45,Enlarge,45,6,0.45,100,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98174.png
V6PWM45C,Enlarge,45,2 x 3,0.45,70,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98204.png
V6PWM60,Enlarge,60,6,0.51,100,,175,SlimDPAK (TO-252AE),Single,Yes,image/diodes/schottky/98178.png
V6PWM60C,Enlarge,60,2 x 3,0.48,70,,175,SlimDPAK (TO-252AE),Common cathode,Yes,image/diodes/schottky/98205.png
V7N103,Enlarge,100,7,0.45,120,,150,DFN3820A,Single,Yes,image/diodes/schottky/98444.png
V7N3103,Enlarge,100,7,0.45,120,,150,DFN33A,Single,Yes,image/diodes/schottky/98473.png
V7N3L63,Enlarge,60,7,0.37,120,,150,DFN33A,Single,Yes,image/diodes/schottky/98572.png
V7N3M103,Enlarge,100,7,0.49,120,,175,DFN33A,Single,Yes,image/diodes/schottky/98574.png
V7N3M153,Enlarge,150,7,0.56,120,,175,DFN33A,Single,Yes,image/diodes/schottky/98575.png
V7N3M63,Enlarge,60,7,0.43,120,,175,DFN33A,Single,Yes,image/diodes/schottky/98573.png
V7NL63,Enlarge,60,7,0.37,120,,150,DFN3820A,Single,Yes,image/diodes/schottky/98436.png
V7NM103,Enlarge,100,7,0.49,120,,175,DFN3820A,Single,Yes,image/diodes/schottky/98448.png
V7NM153,Enlarge,150,7,0.56,120,,175,DFN3820A,Single,Yes,image/diodes/schottky/98378.png
V7NM63,Enlarge,60,7,0.43,120,,175,DFN3820A,Single,Yes,image/diodes/schottky/98440.png
V8K202DU,Enlarge,200,2 x 4,0.72,60,,150,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/98150.png
V8KM60DU,Enlarge,60,2 x 4,0.50,80,,175,FlatPAK 5 x 6,Separated cathode,Yes,image/diodes/schottky/87536.png
V8N3170,Enlarge,170,8,0.62,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98550.png
V8N3M103S,Enlarge,100,8,0.52,100,,175,DFN33A,Single,Yes,image/diodes/schottky/98576.png
V8P10,Enlarge,100,8,0.582,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89005.png
V8P103,Enlarge,100,8,0.55,150,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98454.png
V8P12,Enlarge,120,8,0.63,140,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89170.png
V8P15,Enlarge,150,8,0.66,140,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87619.png
V8P20,Enlarge,200,8,0.68,150,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/89315.png
V8P22,Enlarge,200,8,0.68,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87001.png
V8P22C,Enlarge,200,2 x 4.0,0.69,80,,175,SMPC (TO-277A),Common cathode,Yes,image/diodes/schottky/98169.png
V8P45,Enlarge,45,8,0.41,140,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87710.png
V8P6,Enlarge,60,8,0.46,140,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87708.png
V8P8,Enlarge,80,8,0.54,140,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87709.png
V8PA10,Enlarge,100,8,0.61,100,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87659.png
V8PA103,Enlarge,100,8,0.59,100,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/98383.png
V8PA12,Enlarge,120,8,0.64,100,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87661.png
V8PA15,Enlarge,150,8,0.68,100,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87658.png
V8PA22,Enlarge,200,8,0.70,100,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87473.png
V8PA6,Enlarge,60,8,0.49,100,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87657.png
V8PAL45,Enlarge,45,8,0.40,120,,150,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87908.png
V8PAL50-M3,Enlarge,50,8,0.40,120,,150,SMPA (DO-221BC),Single,No,image/diodes/schottky/87912.png
V8PAM10,Enlarge,100,8,0.62,100,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87660.png
V8PAM103,Enlarge,100,8,0.6,100,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/98284.png
V8PAM103S,Enlarge,100,8,0.63,90,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/98385.png
V8PAM10S,Enlarge,100,8,0.63,90,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87013.png
V8PAM12,Enlarge,120,8,0.65,100,,175,SMPA (DO-221BC),Single,Yes,image/diodes/schottky/87662.png
V8PAN50-M3,Enlarge,50,8,0.41,120,,150,SMPA (DO-221BC),Single,No,image/diodes/schottky/87911.png
V8PL6-M3,Enlarge,60,8,0.42,140,,150,SMPC (TO-277A),Single,No,image/diodes/schottky/87725.png
V8PL63,Enlarge,60,8,0.48,140,,150,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98224.png
V8PM10,Enlarge,100,8,0.60,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87620.png
V8PM103,Enlarge,100,8,0.56,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98450.png
V8PM103S,Enlarge,100,8,0.57,120,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/98449.png
V8PM10S,Enlarge,100,8,0.62,120,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87532.png
V8PM12,Enlarge,120,8,0.63,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/89936.png
V8PM15,Enlarge,150,8,0.66,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87429.png
V8PM153,Enlarge,150,8,0.62,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87203.png
V8PM45,Enlarge,45,8,0.46,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87430.png
V8PM6,Enlarge,60,8,0.52,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87428.png
V8PM63,Enlarge,60,8,0.52,140,,175,SMPC (TO-277A),Single,Yes,image/diodes/schottky/87025.png
V9N3103,Enlarge,100,9,0.43,150,,150,DFN33A,Single,Yes,image/diodes/schottky/98579.png
V9N3202,Enlarge,200,9,0.60,150,,175,DFN33A,Single,Yes,image/diodes/schottky/98582.png
V9N3L63,Enlarge,60,9,0.36,150,,150,DFN33A,Single,Yes,image/diodes/schottky/98577.png
V9N3M103,Enlarge,100,9,0.47,150,,175,DFN33A,Single,Yes,image/diodes/schottky/98580.png
V9N3M153,Enlarge,150,9,0.56,150,,175,DFN33A,Single,Yes,image/diodes/schottky/98581.png
V9N3M63,Enlarge,60,9,0.42,150,,175,DFN33A,Single,Yes,image/diodes/schottky/98578.png
VB10150C-E3,Enlarge,150,2 x 5.0,0.69,60,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/89068.png
VB10150C-M3,Enlarge,150,2 x 5.0,0.69,60,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/87991.png
VB10150S-E3,Enlarge,150,10,0.69,120,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/89058.png
VB10150S-M3,Enlarge,150,10,0.69,120,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/87992.png
VB10170C,Enlarge,170,2 x 5,0.65,80,,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/89948.png
VB20100C,Enlarge,100,2 x 10,0.58,150,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/87982.png
VB20100C-E3,Enlarge,100,2 x 10,0.58,150,,150,ITO-220AB,Common cathode,No,image/diodes/schottky/88977.png
VB20100S-E3,Enlarge,100,20,0.69,250,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/88975.png
VB20100S-M3,Enlarge,100,20,0.69,250,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/87648.png
VB20100SG,Enlarge,100,20,0.75,150,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/88966.png
VB20120C-E3,Enlarge,120,2 x 10,0.64,120,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/89040.png
VB20120C-M3,Enlarge,120,2 x 10,0.64,120,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/87969.png
