Series▲▼;Product Image;Resistance Min.(Ω)▲▼;Resistance Max.(Ω)▲▼;E-Series▲▼;Tolerance(± %)▲▼;Power Rating(W)▲▼;Maximum Voltage(V)▲▼;TCR(± ppm/°C)▲▼;MountingTechnology▲▼;Size / Device Style▲▼;OperatingTemperature(°C)▲▼;Automotive▲▼;Image path
WSBS8518...14;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30374.png
WSBS8518...14;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30374.png
WSBS8518...14;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30374.png
WSBS8518...14;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30374.png
WSBS8518...14;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...14;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...14;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...14;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...14;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...14;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30375.png
WSBS8518...20;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...20;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...20;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...20;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...20;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...20;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0001;0.0001;n/a;10;36;0.06;65;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0001;0.0001;n/a;10;36;0.06;65;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0001;0.0001;n/a;5;36;0.06;65;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0001;0.0001;n/a;5;36;0.06;65;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0005;0.0005;n/a;10;25;0.112;10;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0005;0.0005;n/a;10;25;0.112;10;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0005;0.0005;n/a;5;25;0.112;10;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.0005;0.0005;n/a;5;25;0.112;10;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.001;0.001;n/a;10;20;0.141;25;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.001;0.001;n/a;10;20;0.141;25;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30392.png
WSBS8518...34;Enlarge;0.001;0.001;n/a;5;20;0.141;25;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...34;Enlarge;0.001;0.001;n/a;5;20;0.141;25;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0001;0.0001;n/a;10;36;0.06;65;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0001;0.0001;n/a;10;36;0.06;65;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0001;0.0001;n/a;5;36;0.06;65;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0001;0.0001;n/a;5;36;0.06;65;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0005;0.0005;n/a;10;25;0.112;10;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0005;0.0005;n/a;10;25;0.112;10;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0005;0.0005;n/a;5;25;0.112;10;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.0005;0.0005;n/a;5;25;0.112;10;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.001;0.001;n/a;10;20;0.141;25;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.001;0.001;n/a;10;20;0.141;25;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.001;0.001;n/a;5;20;0.141;25;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...35;Enlarge;0.001;0.001;n/a;5;20;0.141;25;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...40;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...40;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30393.png
WSBS8518...40;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...40;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...60;;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;Two pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...80;;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;Three pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M3;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M4;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M4;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M4;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30102.png
WSBS8518...M4;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30104.png
WSBS8518...M4;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30104.png
WSBS8518...M4;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30188.png
WSBS8518...M4;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30347.png
WSBS8518...P3;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30195.png
WSBS8518...P3;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30195.png
WSBS8518...P3;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30195.png
WSBS8518...P3;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30195.png
WSBS8518...P3;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30195.png
WSBS8518...P3;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30325.png
WSBS8518...P3;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30325.png
WSBS8518...P3;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30325.png
WSBS8518...P3;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30325.png
WSBS8518...P3;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30325.png
WSBS8518...P4;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30189.png
WSBS8518...P4;Enlarge;0.00005;0.00005;n/a;10;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30189.png
WSBS8518...P4;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30189.png
WSBS8518...P4;Enlarge;0.00005;0.00005;n/a;5;36;0.0424;200;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30189.png
WSBS8518...P4;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.0001;0.0001;n/a;10;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.0001;0.0001;n/a;5;36;0.06;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.000125;0.000125;n/a;10;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.000125;0.000125;n/a;5;36;0.0671;175;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.00025;0.00025;n/a;10;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30108.png
WSBS8518...P4;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;8518;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30332.png
WSBS8518...P4;Enlarge;0.00025;0.00025;n/a;5;36;0.095;110;Surface-mount;No pins;-65 to +170;AEC-Q200 qualified;image/resistors-fixed/30332.png
WSC, WSN;Enlarge;0.1;0.99;n/a;0.5;0.5;√(P x R);90;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30332.png
WSC, WSN;Enlarge;0.1;0.99;n/a;1;0.5;√(P x R);90;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30332.png
WSC, WSN;Enlarge;0.1;0.99;n/a;5;0.5;√(P x R);90;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30332.png
WSC, WSN;Enlarge;1;4.99;n/a;0.5;0.5;√(P x R);50;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30332.png
WSC, WSN;Enlarge;1;4.99;n/a;1;0.5;√(P x R);50;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30100.png
WSC, WSN;Enlarge;1;4.99;n/a;5;0.5;√(P x R);50;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30100.png
WSC, WSN;Enlarge;1.0;2.49;n/a;0.5;0.5;√(P x R);50;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30100.png
WSC, WSN;Enlarge;1.0;2.49;n/a;1;0.5;√(P x R);50;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30100.png
WSC, WSN;Enlarge;1.0;2.49;n/a;5;0.5;√(P x R);50;Surface-mount;2012;-65 to +175;AEC-Q200 qualified;image/resistors-fixed/30100.png
WSC, WSN;Enlarge;0.1;0.3;n/a;0.5;1;√(P x R);150;Surface-mount;2515;-65 to +275;AEC-Q200 qualified;image/resistors-fixed/30100.png
WSC, WSN;Enlarge;0.1;0.3;n/a;0.5;2;√(P x R);150;Surface-mount;4527;-65 to +275;AEC-Q200 qualified;image/resistors-fixed/30100.png
