Series▲▼;Product Image;Technology▲▼;Mounting▲▼;Construction▲▼;Capacitance▲▼;Voltage(V)▲▼;ESR(mΩ)▲▼;Case Size (mm)(mm)▲▼;Image path
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;160 µF;50;1500;26.97 x 9.53 (K);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;560 µF;6;1300;19.46 x 9.53 (T);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;125;1600;26.97 x 9.53 (K);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;30;6200;11.51 x 4.78 (C);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;2.2 µF;100;10600;11.51 x 4.78 (C);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;10 µF;50;6400;11.51 x 4.78 (C);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;30 µF;6;4000;11.51 x 4.78 (C);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;3.6 µF;125;10000;11.51 x 4.78 (C);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;25;2800;16.28 x 7.14 (F);image/capacitors/tantalum/40024.png
135D;Enlarge;Tantalum, Wet;Through Hole;Axial;33 µF;75;4200;16.28 x 7.14 (F);image/capacitors/tantalum/40024.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;330 µF;6;730;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;30;2210;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;4.7 µF;100;4240;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;750 µF;10;440;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;160 µF;50;710;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;25;990;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;33 µF;75;2010;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;10;1840;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;50;2130;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;14 µF;125;2850;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;60;1270;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;220 µF;8;1120;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;35;3100;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;100;800;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;270 µF;15;710;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;560 µF;6;650;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;40 µF;30;1660;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;11 µF;100;3020;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;15;1990;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;4 µF;60;4650;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;18 µF;125;1850;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;120 µF;25;1160;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;40 µF;75;1500;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;10;990;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;50;1560;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;30 µF;6;1990;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;140 µF;60;760;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;290 µF;8;780;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;35;1450;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;86 µF;100;770;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;540 µF;15;470;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 mF;6;500;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;30;1270;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;22 µF;100;2260;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;33 µF;15;1660;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;8.2 µF;60;3240;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;125;1590;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;180 µF;25;960;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;75;1310;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;180 µF;10;1110;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;6;1580;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;3.5 µF;75;4740;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;430 µF;8;710;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;270 µF;35;700;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.7 µF;125;7810;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;10 µF;25;2660;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;20 µF;60;2320;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;8;1990;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;30;1130;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;100;1600;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;70 µF;15;1110;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;125;770;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;350 µF;25;670;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;110 µF;75;730;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;250 µF;10;800;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;60 µF;50;1330;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;140 µF;6;990;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;6.8 µF;75;3420;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;850 µF;8;470;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;5 µF;50;3980;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;3.6 µF;125;4980;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;22 µF;25;1990;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;39 µF;60;1700;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;8;1660;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;150 µF;30;1020;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;30 µF;100;1550;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;120 µF;15;1120;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;8 µF;30;3320;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;2.5 µF;100;5310;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;390 µF;10;750;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;82 µF;50;1220;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;270 µF;6;1110;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;50 µF;25;1460;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;75;2660;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;20 µF;10;1990;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;10 µF;50;2660;11.51 x 4.78 (C);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;9 µF;125;3690;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;50 µF;60;1330;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;120 µF;8;1110;16.28 x 7.14 (F);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;300 µF;30;690;26.97 x 9.53 (K);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;43 µF;100;1310;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
136D;Enlarge;Tantalum, Wet;Through Hole;Axial;170 µF;15;780;19.46 x 9.53 (T);image/capacitors/tantalum/40132.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;8.2 µF;60;8000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 mF;6;1600;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;22 µF;150;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;40 µF;30;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;22 µF;100;7000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;120 µF;15;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;50;6000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;6;4000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;125;4100;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;25;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;75;6000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;390 µF;10;3000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;9 µF;125;15000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;220 µF;20;4000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;3.5 µF;75;10000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;20 µF;10;4000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;120 µF;35;4000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;170 µF;15;2000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;20 µF;60;5000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;8;4000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;39 µF;150;2200;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;30;6000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;30 µF;100;4000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;60 µF;50;3000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;140 µF;6;2000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.7 µF;150;42000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;180 µF;25;4000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;110 µF;75;3100;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;750 µF;10;1000;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;10 µF;25;6000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;6.8 µF;75;8000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;10;5000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;270 µF;35;2200;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;270 µF;15;3000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;39 µF;60;7000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;56 µF;8;4000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;150 µF;30;2500;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;43 µF;100;6000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;82 µF;50;4000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;270 µF;6;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;3 µF;150;15000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;350 µF;25;1300;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;2.5 µF;100;26500;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;15;5000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;14 µF;125;12000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;22 µF;25;5000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;75;6500;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;10;2000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;5 µF;50;9000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;86 µF;100;3100;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;540 µF;15;1000;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;50 µF;60;4000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;220 µF;8;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;300 µF;30;1600;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;160 µF;50;2200;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;330 µF;6;2000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;6.8 µF;150;15000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;8 µF;30;7500;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;4.7 µF;100;10000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;33 µF;15;5000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;18 µF;125;11000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;27 µF;25;4300;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;33 µF;75;7000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;180 µF;10;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;10 µF;50;8000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;1.7 µF;125;54600;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;27 µF;20;5000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;60;6000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;430 µF;8;3000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;35;6000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;4 µF;60;10000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;560 µF;6;3000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;11 µF;150;12000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;30;8000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;11 µF;100;6000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;70 µF;15;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;50;6000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;30 µF;6;4000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;25 µF;125;10000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;50 µF;25;4000;57.15 x 7.14 (F);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;40 µF;75;5000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;250 µF;10;2000;57.15 x 9.53 (T);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;3.6 µF;125;15000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;140 µF;60;2400;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;850 µF;8;1000;57.15 x 9.53 (K);image/capacitors/tantalum/40025.png
138D;Enlarge;Tantalum, Wet;Through Hole;Axial;27 µF;35;4000;38.10 x 4.78 (C);image/capacitors/tantalum/40025.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.33 µF;6;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.68 µF;20;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;60;;17.42 x 7.34 (R);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.47 µF;15;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.056 µF;50;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.12 µF;125;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;120 µF;6;;17.42 x 7.34 (R);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;5.6 µF;25;;12.04 x 4.70 (B);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;3.9 µF;75;;12.04 x 4.70 (B);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.033 µF;20;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;0.1 µF;60;;7.26 x 3.43 (A);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;10;;12.04 x 4.70 (B);image/capacitors/tantalum/40015.png
150D;Enlarge;Tantalum, Solid;Through Hole;Axial;3.3 µF;35;;12.04 x 4.70 (B);image/capacitors/tantalum/40015.png
