Series;Product Image;Type;SMD Size Class;Height;Inductance;DC;Saturation Current;Impedance;DCR MAX.;Operating temperature;Image path;Path to the PDF;Path to the ZIP
IHLL-1008AB-1Z;Enlarge;Power Inductors;;;2.2 µH;3 A;3.0;;0.082;-55 to +125;image\small_inductors\34610.png;Datasheet\IHLL-1008AB-1Z\IHLL-1008AB-1Z.pdf;None
IHLL-1008AB-1Z;Enlarge;Power Inductors;;;680 nH;5.5 A;5.6;;0.03;-55 to +125;image\small_inductors\34610.png;Datasheet\IHLL-1008AB-1Z\IHLL-1008AB-1Z.pdf;None
IHLL-1008AB-1Z;Enlarge;Power Inductors;;;3.3 µH;2.1 A;2.0;;0.135;-55 to +125;image\small_inductors\34610.png;Datasheet\IHLL-1008AB-1Z\IHLL-1008AB-1Z.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.03;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0039;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.105;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.01;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;150 nH;26 A;52;;0.0025;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.04;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.0042;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.015;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.003;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;6.8 µH;4.5 A;8;;0.06;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0055;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.02;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;220 nH;23 A;40;;0.0028;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.068;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.008;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-01;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.0017;-55 to +125;image\small_inductors\34172.png;Datasheet\IHLM-2525CZ-01\IHLM-2525CZ-01.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0032;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.09771;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.02821;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.00386;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.00884;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.00137;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.03711;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0052;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.0145;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.00234;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.06147;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.00741;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-06;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.01773;-55 to +125;image\small_inductors\34185.png;Datasheet\IHLM-2525CZ-06\IHLM-2525CZ-06.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.02821;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0032;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.00884;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.00137;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.03711;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.00386;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.0145;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;150 nH;26 A;52;;0.00185;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.06147;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0052;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.01773;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.00234;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.09771;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-07;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.00741;-55 to +125;image\small_inductors\34186.png;Datasheet\IHLM-2525CZ-07\IHLM-2525CZ-07.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.04;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.0042;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.015;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.003;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;6.8 µH;4.5 A;8;;0.06;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0055;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.02;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;220 nH;23 A;40;;0.0028;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.068;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.008;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.0017;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.03;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0039;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.105;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.01;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-A1;Enlarge;Power Inductors;;3.0;150 nH;26 A;52;;0.0025;-55 to +125;image\small_inductors\34243.png;Datasheet\IHLM-2525CZ-A1\IHLM-2525CZ-A1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.02;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;220 nH;23 A;40;;0.0028;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.068;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.008;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.0017;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.03;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0039;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.105;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.01;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;150 nH;26 A;52;;0.0025;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.04;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.0042;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.015;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.003;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;6.8 µH;4.5 A;8;;0.06;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L1;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0055;-55 to +125;image\small_inductors\34198.png;Datasheet\IHLM-2525CZ-L1\IHLM-2525CZ-L1.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.02821;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.09771;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0032;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.00884;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.00386;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.0145;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.00137;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.03711;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0052;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.01773;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.00234;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.06147;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L6;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.00741;-55 to +125;image\small_inductors\34214.png;Datasheet\IHLM-2525CZ-L6\IHLM-2525CZ-L6.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;150 nH;26 A;52;;0.00185;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;8.2 µH;4 A;7.5;;0.06147;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;680 nH;15.5 A;25;;0.0052;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;2.2 µH;8 A;14;;0.01773;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;200 nH;24 A;41;;0.00234;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;10 µH;3 A;7.0;;0.09771;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;820 nH;13 A;24;;0.00741;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;3.3 µH;6 A;13.5;;0.02821;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;330 nH;20 A;30;;0.0032;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;1 µH;11 A;22;;0.00884;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;100 nH;32.5 A;60;;0.00137;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;4.7 µH;5.5 A;10;;0.03711;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;470 nH;17.5 A;26;;0.00386;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLM-2525CZ-L7;Enlarge;Power Inductors;;3.0;1.5 µH;9 A;18;;0.0145;-55 to +125;image\small_inductors\34215.png;Datasheet\IHLM-2525CZ-L7\IHLM-2525CZ-L7.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;100 nH;46 A;48;;0.0008;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;2.2 µH;16 A;14;;0.00721;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;470 nH;31 A;22;;0.00169;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;820 nH;24 A;19;;0.0026;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;150 nH;55 A;38;;0.00085;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;560 nH;30.5 A;23;;0.00181;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;1 µH;24 A;18;;0.00282;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;220 nH;35.5 A;36;;0.0009;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;1.5 µH;20 A;14.5;;0.00443;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;330 nH;33.5 A;26;;0.00118;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-4040CF-11;Enlarge;Power Inductors;;3.6;680 nH;29 A;20;;0.00216;-55 to +125;image\small_inductors\34001.png;Datasheet\IHLW-4040CF-11\IHLW-4040CF-11.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;2.2 µH;16 A;29;;0.008;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;330 nH;36.5 A;62;;0.0015;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;6.8 µH;9 A;18;;0.022;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;1 µH;24 A;40;;0.0035;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;100 nH;43 A;84;;0.00096;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;3.3 µH;12 A;27;;0.012;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;470 nH;32 A;55;;0.002;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;8.2 µH;8.5 A;16;;0.028;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;1.5 µH;19 A;35;;0.0055;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;150 nH;41 A;75;;0.0012;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;4.7 µH;10 A;24;;0.015;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
IHLW-5050CE-01;Enlarge;Power Inductors;;3.5;680 nH;28 A;49;;0.0025;-55 to +125;image\small_inductors\34262.png;Datasheet\IHLW-5050CE-01\IHLW-5050CE-01.pdf;None
